Date,XLE,XLB,XLI,XLF,XME,VAW,VIS,VFH,IYM,IYJ
2007-07-30,40.282928466796875,26.908008575439453,28.027484893798828,19.331398010253906,46.933929443359375,58.946861267089844,56.208518981933594,40.64506149291992,50.13736343383789,28.75513458251953
2007-07-31,39.88980484008789,26.584306716918945,27.64865493774414,18.716983795166016,46.58736801147461,58.41317367553711,55.90804672241211,39.898162841796875,49.94871139526367,28.486614227294922
2007-08-01,39.78575134277344,26.73943519592285,27.852092742919922,18.92746353149414,46.193565368652344,58.70494079589844,55.92304229736328,40.14937973022461,49.82533645629883,28.618940353393555
2007-08-02,39.51405334472656,26.806856155395508,28.041532516479492,19.05263900756836,46.2723274230957,58.69780731201172,56.20100021362305,40.31915283203125,49.82533645629883,28.83686637878418
2007-08-03,38.22484588623047,25.909934997558594,27.466243743896484,18.239103317260742,44.86249542236328,57.08253860473633,54.96143341064453,38.76423263549805,48.468536376953125,28.128578186035156
2007-08-06,38.44452667236328,26.213407516479492,27.880159378051758,19.172103881835938,44.681339263916016,57.31734848022461,55.802833557128906,40.2716064453125,48.55561065673828,28.525541305541992
2007-08-07,39.34638595581055,26.40224266052246,27.880159378051758,19.308643341064453,44.7364501953125,57.537940979003906,55.87046432495117,40.75369644165039,49.019962310791016,28.61115264892578
2007-08-08,40.09214782714844,27.08336639404297,28.0976619720459,19.769453048706055,46.31169891357422,59.018028259277344,56.358760833740234,41.68393325805664,50.202674865722656,28.801834106445312
2007-08-09,38.94171905517578,26.40224266052246,27.34697151184082,19.058324813842773,44.71284484863281,57.13945770263672,54.72103500366211,40.529640197753906,48.7152099609375,28.1091365814209
2007-08-10,39.149837493896484,26.08527374267578,27.031286239624023,18.972990036010742,44.90976333618164,57.096763610839844,54.495670318603516,40.31235885620117,48.52659606933594,27.976821899414062
2007-08-13,39.196083068847656,26.199926376342773,27.396095275878906,18.80231475830078,44.68922424316406,57.39563751220703,55.104183197021484,39.925331115722656,48.67168426513672,28.214202880859375
2007-08-14,38.9359245300293,25.525535583496094,26.69451904296875,18.47235107421875,43.61807632446289,55.95823287963867,54.00735855102539,38.974708557128906,47.721160888671875,27.708288192749023
2007-08-15,37.86642837524414,24.88486671447754,26.378820419311523,18.307374954223633,42.342124938964844,54.15797424316406,52.5649528503418,38.526573181152344,46.074127197265625,27.07007598876953
2007-08-16,37.635169982910156,24.54768180847168,26.39284896850586,18.859203338623047,41.719913482666016,53.85909652709961,52.54994583129883,40.027164459228516,45.413856506347656,27.054500579833984
2007-08-17,39.022647857666016,24.88486671447754,26.659425735473633,19.62723159790039,42.47603225708008,54.91934585571289,53.74441909790039,41.276527404785156,46.407894134521484,27.55263328552246
2007-08-20,38.9359245300293,25.350191116333008,27.04530143737793,19.365528106689453,42.55479049682617,55.70918655395508,54.202693939208984,41.07283401489258,47.08992385864258,27.727758407592773
2007-08-21,38.386714935302734,25.505292892456055,26.9400634765625,19.502071380615234,43.31875228881836,55.96536636352539,54.12004470825195,41.35123062133789,47.31485366821289,27.739418029785156
2007-08-22,38.849220275878906,26.46967124938965,27.424142837524414,19.553268432617188,44.7364501953125,57.63043212890625,55.19431686401367,41.62281799316406,48.88936233520508,28.338735580444336
2007-08-23,39.196083068847656,25.963876724243164,27.27681541442871,19.58171844482422,44.563209533691406,57.28890609741211,54.7811393737793,41.391963958740234,48.562843322753906,28.101360321044922
2007-08-24,40.03434753417969,26.570838928222656,27.501327514648438,19.649986267089844,46.07542419433594,58.37047576904297,55.577484130859375,41.61604690551758,49.3754997253418,28.471054077148438
2007-08-27,39.54294967651367,26.33480453491211,27.438173294067383,19.422428131103516,45.1696662902832,57.86526107788086,55.28446578979492,41.079620361328125,49.18684387207031,28.31928825378418
2007-08-28,38.58905029296875,25.727846145629883,26.77869987487793,18.84214210510254,43.51568603515625,56.264225006103516,53.78950119018555,39.86420822143555,47.80099105834961,27.614900588989258
2007-08-29,39.86668395996094,26.233638763427734,27.410127639770508,19.069705963134766,44.88611602783203,57.58063507080078,54.94643020629883,40.536415100097656,48.78052520751953,28.136371612548828
2007-08-30,39.84357452392578,26.166194915771484,27.241741180419922,18.950233459472656,44.476566314697266,57.552181243896484,54.84124755859375,40.22407531738281,48.91837692260742,28.0780029296875
2007-08-31,40.369651794433594,26.40224266052246,27.65566635131836,19.20055389404297,45.61859893798828,58.4487419128418,55.56244659423828,40.96420669555664,49.54963684082031,28.428258895874023
2007-09-04,41.103858947753906,26.77314567565918,27.781944274902344,19.348466873168945,46.08329772949219,58.99668884277344,55.91554641723633,41.23579788208008,50.1663703918457,28.618940353393555
2007-09-05,40.884159088134766,26.537109375,27.501327514648438,19.11521339416504,45.58710861206055,58.38471984863281,55.29951095581055,40.46852493286133,49.76729965209961,28.327070236206055
2007-09-06,41.5085334777832,26.6719970703125,27.725818634033203,18.972990036010742,46.626739501953125,58.918399810791016,55.67512893676758,40.36666488647461,50.31874084472656,28.506080627441406
2007-09-07,40.61823272705078,26.0448055267334,27.157543182373047,18.779563903808594,45.50834274291992,57.67314910888672,54.5858154296875,39.86420822143555,49.27391815185547,28.00404930114746
2007-09-10,40.55465316772461,25.882963180541992,27.178604125976562,18.716983795166016,44.74436569213867,56.947349548339844,54.405521392822266,39.70803451538086,48.75149917602539,27.92234992980957
2007-09-11,41.24838638305664,26.220144271850586,27.424142837524414,18.910409927368164,45.80763626098633,57.7371940612793,55.1642951965332,40.285194396972656,49.411773681640625,28.24534034729004
2007-09-12,41.53744125366211,26.368513107299805,27.403099060058594,18.950233459472656,45.81550598144531,57.559303283691406,55.11920928955078,40.196929931640625,49.36824417114258,28.237552642822266
2007-09-13,41.79759216308594,26.456180572509766,27.690736770629883,19.26312828063965,46.41408920288086,58.256622314453125,55.5399055480957,40.71975326538086,49.94145584106445,28.416566848754883
2007-09-14,41.913204193115234,26.638273239135742,27.739850997924805,19.331398010253906,46.855167388916016,58.6124382019043,55.660099029541016,40.814815521240234,50.456607818603516,28.494407653808594
2007-09-17,41.99992752075195,26.611299514770508,27.501327514648438,19.149341583251953,46.47710037231445,58.51991271972656,55.291996002197266,40.52283477783203,50.3332633972168,28.32318115234375
2007-09-18,43.271785736083984,27.852170944213867,28.392303466796875,19.87185287475586,48.59579849243164,60.69734573364258,56.982322692871094,42.17961120605469,52.39389419555664,29.155960083007812
2007-09-19,43.647544860839844,28.169111251831055,28.693973541259766,19.99702262878418,48.816322326660156,61.60103225708008,57.470611572265625,42.50551986694336,53.039642333984375,29.389467239379883
2007-09-20,43.61863708496094,28.081462860107422,28.455442428588867,19.752389907836914,49.446407318115234,61.50853729248047,57.07243347167969,41.860477447509766,53.01789474487305,29.19489288330078
2007-09-21,43.878334045410156,28.162755966186523,28.648645401000977,19.829753875732422,49.633304595947266,61.899906158447266,57.42554473876953,41.914798736572266,53.27184295654297,29.31943130493164
2007-09-24,43.797183990478516,28.196619033813477,28.3736515045166,19.554658889770508,49.40460205078125,61.57969284057617,56.929725646972656,41.41347122192383,53.13396453857422,29.187114715576172
2007-09-25,43.07843017578125,28.101776123046875,28.486474990844727,19.514549255371094,49.44404602050781,61.64373779296875,57.22270584106445,41.31770706176758,53.107059478759766,29.30182456970215
2007-09-26,43.20014572143555,28.454071044921875,28.68390464782715,19.520278930664062,49.65696716308594,62.19873046875,57.58332824707031,41.57759094238281,53.80592346191406,29.414981842041016
2007-09-27,43.762393951416016,28.78603744506836,28.810823440551758,19.749523162841797,50.82405471801758,62.995731353759766,57.92136001586914,41.89906311035156,54.373748779296875,29.590539932250977
2007-09-28,43.35665512084961,28.528589248657227,28.9659481048584,19.66929054260254,50.46920394897461,62.57590103149414,57.85376739501953,41.639156341552734,53.980648040771484,29.53592300415039
2007-10-01,44.110172271728516,29.06380271911621,29.339651107788086,20.04180908203125,51.21048355102539,63.55074691772461,58.82290267944336,42.53512954711914,54.774147033691406,30.031442642211914
2007-10-02,43.42042541503906,28.86054801940918,29.09990882873535,20.27105712890625,50.571720123291016,63.3372917175293,58.7402229309082,42.959190368652344,54.46840286254883,29.96511459350586
2007-10-03,43.16538619995117,28.487945556640625,28.902484893798828,20.22520637512207,49.79890823364258,62.56877899169922,58.199344635009766,42.897640228271484,53.70398712158203,29.699790954589844
2007-10-04,43.32767868041992,28.60988998413086,29.001192092895508,20.34556007385254,49.36516189575195,62.67552185058594,58.402164459228516,43.03441619873047,53.827762603759766,29.805143356323242
2007-10-05,43.536338806152344,29.097679138183594,29.318496704101562,20.56907844543457,50.4849739074707,63.79269027709961,59.1158447265625,43.56792068481445,54.650413513183594,30.171907424926758
2007-10-08,43.0958137512207,28.928316116333008,29.269132614135742,20.288249969482422,50.54804229736328,63.50093460083008,59.00316619873047,43.24646759033203,54.49024200439453,30.09776496887207
2007-10-09,43.965267181396484,29.470279693603516,29.544147491455078,20.460182189941406,52.140995025634766,64.6323471069336,59.581634521484375,43.561065673828125,55.61134338378906,30.37479019165039
2007-10-10,44.5333251953125,29.294139862060547,29.21979522705078,20.34556007385254,52.4169921875,64.37619018554688,59.06328201293945,43.23277282714844,55.64045333862305,30.195310592651367
2007-10-11,44.31304168701172,29.131549835205078,29.008251190185547,20.236661911010742,51.88075256347656,64.02040100097656,58.67261505126953,43.08915710449219,55.3128662109375,29.953399658203125
2007-10-12,44.73038101196289,29.368675231933594,29.13515853881836,20.368488311767578,51.9201774597168,64.6536865234375,58.75525665283203,43.05495834350586,55.83702087402344,30.07046127319336
2007-10-15,45.09557342529297,29.19928550720215,28.909536361694336,19.95584487915039,51.612632751464844,64.30502319335938,58.31953430175781,42.32311248779297,55.57491683959961,29.844158172607422
2007-10-16,45.21147155761719,28.684417724609375,28.782609939575195,19.583311080932617,50.98967361450195,63.32304000854492,58.07912063598633,41.557071685791016,54.927040100097656,29.688091278076172
2007-10-17,44.92167282104492,28.670869827270508,28.86018180847168,19.571861267089844,51.12373733520508,63.33015441894531,58.116695404052734,41.48869705200195,54.657691955566406,29.70370101928711
2007-10-18,45.269439697265625,28.89443016052246,28.9377498626709,19.32541847229004,52.11732864379883,64.04174041748047,58.31953430175781,41.078311920166016,55.422027587890625,29.81295394897461
2007-10-19,43.12479019165039,28.264379501342773,28.133922576904297,18.68353271484375,50.7215461730957,62.462039947509766,56.40383529663086,39.84036636352539,54.06072998046875,28.919458389282227
2007-10-22,42.632110595703125,28.054349899291992,28.239675521850586,18.912776947021484,50.508628845214844,62.341094970703125,56.83203887939453,40.29859924316406,53.60934066772461,29.067710876464844
2007-10-23,43.240726470947266,28.50149154663086,28.4300537109375,19.015926361083984,51.5101318359375,63.18784713745117,57.538246154785156,40.537994384765625,54.74502182006836,29.37204360961914
2007-10-24,43.524742126464844,28.55569076538086,28.3454532623291,18.872657775878906,51.912296295166016,63.415557861328125,57.605838775634766,40.202850341796875,54.97071075439453,29.407180786132812
2007-10-25,43.93629837036133,28.77926254272461,28.394800186157227,18.85546875,52.74029541015625,63.74287033081055,57.49314498901367,39.9908332824707,55.50941848754883,29.258893966674805
2007-10-26,44.602874755859375,29.321231842041016,28.415952682495117,19.313955307006836,54.94046401977539,64.70350646972656,57.45558547973633,40.9483642578125,56.58684158325195,29.383750915527344
2007-10-29,44.81734085083008,29.646427154541016,28.599281311035156,19.371267318725586,54.6644401550293,65.15892791748047,57.831233978271484,40.89365768432617,57.1182746887207,29.504714965820312
2007-10-30,43.29289627075195,28.948625564575195,28.3454532623291,19.073244094848633,52.945343017578125,64.04174041748047,57.463111877441406,40.72951126098633,55.938926696777344,29.43058204650879
2007-10-31,44.457969665527344,29.71417999267578,28.59223175048828,19.33115005493164,54.03359603881836,65.37239837646484,58.27446365356445,41.03726577758789,57.300270080566406,29.77002716064453
2007-11-01,43.15378189086914,28.684417724609375,28.105710983276367,18.33966064453125,51.5889778137207,63.28034210205078,57.01987075805664,39.32740020751953,55.36381149291992,29.208179473876953
2007-11-02,43.965267181396484,28.941856384277344,28.359540939331055,18.247966766357422,52.25927734375,63.58634567260742,57.38800048828125,38.73234939575195,55.67687225341797,29.36034393310547
2007-11-05,43.6117057800293,28.603120803833008,28.239675521850586,17.921289443969727,51.312992095947266,63.07400894165039,57.275306701660156,38.1441535949707,55.1527214050293,29.223785400390625
2007-11-06,45.06656265258789,29.27382469177246,28.68390464782715,18.225034713745117,53.51310729980469,64.51848602294922,57.92136001586914,38.855472564697266,56.615997314453125,29.598356246948242
2007-11-07,43.21176528930664,28.454071044921875,27.992883682250977,17.22781753540039,52.25139236450195,62.57590103149414,56.38882064819336,37.125064849853516,55.16726303100586,28.903844833374023
2007-11-08,43.965267181396484,28.725048065185547,27.99994468688965,17.405481338500977,52.44065475463867,63.18784713745117,56.8020133972168,37.241329193115234,55.45846939086914,28.962369918823242
2007-11-09,43.15378189086914,28.13565444946289,27.44289779663086,17.273670196533203,51.5889778137207,62.170318603515625,55.509849548339844,37.35076904296875,54.402889251708984,28.388824462890625
2007-11-12,41.06711196899414,27.011035919189453,27.146766662597656,17.336713790893555,48.38734436035156,59.80076217651367,54.69099044799805,37.2550163269043,51.9058723449707,27.967443466186523
2007-11-13,42.51618576049805,27.729162216186523,27.8377685546875,18.150527954101562,49.672725677490234,61.07448196411133,55.877960205078125,39.0811653137207,53.13615036010742,28.66194725036621
2007-11-14,42.45242691040039,27.871442794799805,27.74610710144043,18.081758499145508,50.49287033081055,61.44449234008789,55.81035614013672,38.91018295288086,53.61664962768555,28.52928924560547
2007-11-15,41.038124084472656,27.26847267150879,27.358299255371094,17.623262405395508,48.702781677246094,60.135196685791016,55.20185089111328,37.72010803222656,52.21890640258789,28.166425704956055
2007-11-16,42.116241455078125,27.214279174804688,27.365341186523438,17.485727310180664,49.30209732055664,60.14231491088867,55.0816535949707,37.4465217590332,52.459144592285156,28.18982696533203
