Date,XLK,XLY,XLP,XLV,XLU,XLC,IYW,IYC,IYK,IYH
2007-07-30,20.102108001708984,29.688488006591797,16.38235092163086,24.91018295288086,20.220157623291016,,13.18714427947998,14.23393440246582,13.672443389892578,10.518336296081543
2007-07-31,19.96148109436035,29.23806381225586,16.246349334716797,24.639108657836914,20.182973861694336,,12.93455696105957,14.069181442260742,13.535806655883789,10.392395973205566
2007-08-01,20.15680694580078,29.277565002441406,16.48744010925293,24.807615280151367,20.639751434326172,,13.07951831817627,14.113533973693848,13.67020320892334,10.482574462890625
2007-08-02,20.19586181640625,29.64898109436035,16.505983352661133,25.02008628845215,20.862823486328125,,13.180553436279297,14.24238109588623,13.762042045593262,10.574307441711426
2007-08-03,19.80522918701172,28.740219116210938,16.47507667541504,24.675729751586914,20.156414031982422,,12.855487823486328,13.927669525146484,13.585089683532715,10.440596580505371
2007-08-06,20.117727279663086,29.19854736328125,16.901634216308594,25.159284591674805,20.788450241088867,,12.996051788330078,14.11776065826416,13.896431922912598,10.631834030151367
2007-08-07,20.15680694580078,29.364498138427734,16.858366012573242,25.276506423950195,21.165557861328125,,12.989466667175293,14.236043930053711,14.003950119018555,10.678484916687012
2007-08-08,20.469314575195312,29.696401596069336,17.155099868774414,25.569570541381836,21.473613739013672,,13.244250297546387,14.409246444702148,14.1137056350708,10.763999938964844
2007-08-09,20.00055503845215,28.858762741088867,16.845996856689453,24.968795776367188,21.08588981628418,,12.90380859375,14.050172805786133,13.795642852783203,10.527667999267578
2007-08-10,19.71928596496582,28.732322692871094,16.753265380859375,24.8369197845459,20.71941375732422,,12.93455696105957,13.946675300598145,13.840439796447754,10.482574462890625
2007-08-13,19.99272918701172,28.890363693237305,16.703811645507812,24.91018295288086,20.825637817382812,,12.98507308959961,14.035384178161621,13.766520500183105,10.522998809814453
2007-08-14,19.586467742919922,28.15546989440918,16.437986373901367,24.705039978027344,20.47508430480957,,12.772026062011719,13.68687629699707,13.625406265258789,10.443702697753906
2007-08-15,19.336462020874023,27.855178833007812,16.351438522338867,24.646425247192383,20.198898315429688,,12.543597221374512,13.509456634521484,13.414854049682617,10.400167465209961
2007-08-16,19.21146011352539,27.894699096679688,16.394716262817383,24.65376091003418,20.342308044433594,,12.431584358215332,13.547475814819336,13.430533409118652,10.370625495910645
2007-08-17,19.398963928222656,28.09223175048828,16.47507667541504,24.712366104125977,20.5175838470459,,12.684172630310059,13.697442054748535,13.67020320892334,10.463913917541504
2007-08-20,19.46928596496582,28.24239158630371,16.598716735839844,24.829587936401367,20.629125595092773,,12.668795585632324,13.710114479064941,13.676918983459473,10.47169303894043
2007-08-21,19.531782150268555,28.432052612304688,16.598716735839844,24.895532608032227,20.60787010192871,,12.750061988830566,13.841071128845215,13.656763076782227,10.482574462890625
2007-08-22,19.789600372314453,28.811349868774414,16.641990661621094,25.02008628845215,20.84688377380371,,12.888433456420898,14.056511878967285,13.755321502685547,10.568092346191406
2007-08-23,19.844295501708984,28.700721740722656,16.64817237854004,25.181270599365234,20.91062355041504,,12.910399436950684,13.997365951538086,13.744120597839355,10.592970848083496
2007-08-24,20.12554359436035,29.277565002441406,16.765626907348633,25.33512306213379,21.038101196289062,,13.08610725402832,14.17690658569336,13.851634979248047,10.687812805175781
2007-08-27,20.016176223754883,28.87457275390625,16.69144630432129,25.159284591674805,20.501644134521484,,13.022418975830078,14.094528198242188,13.775472640991211,10.636504173278809
2007-08-28,19.656789779663086,28.179161071777344,16.499805450439453,24.90286636352539,20.182973861694336,,12.736883163452148,13.813608169555664,13.531331062316895,10.5105562210083
2007-08-29,20.12554359436035,29.064212799072266,16.641990661621094,25.08601951599121,20.58131980895996,,13.088299751281738,14.124095916748047,13.714999198913574,10.600739479064941
2007-08-30,20.21148681640625,28.945680618286133,16.586360931396484,25.08601951599121,20.54413414001465,,13.132234573364258,14.054397583007812,13.654523849487305,10.6054048538208
2007-08-31,20.344308853149414,29.419816970825195,16.629619598388672,25.2032470703125,20.501644134521484,,13.303550720214844,14.231818199157715,13.820282936096191,10.664482116699219
2007-09-04,20.65681266784668,29.459318161010742,16.80890464782715,25.423038482666016,20.899993896484375,,13.499027252197266,14.282513618469238,13.885238647460938,10.763999938964844
2007-09-05,20.438060760498047,28.99309539794922,16.65435028076172,25.371755599975586,20.84688377380371,,13.408974647521973,14.109313011169434,13.753084182739258,10.712688446044922
2007-09-06,20.539621353149414,29.064212799072266,16.611080169677734,25.45234489440918,20.873441696166992,,13.426549911499023,14.138883590698242,13.818038940429688,10.78731632232666
2007-09-07,20.117727279663086,28.368825912475586,16.536893844604492,25.181270599365234,20.71941375732422,,13.182750701904297,13.87486457824707,13.638848304748535,10.659820556640625
2007-09-10,20.078678131103516,28.218687057495117,16.580171585083008,25.2032470703125,20.735347747802734,,13.182750701904297,13.80727481842041,13.67020320892334,10.65204906463623
2007-09-11,20.367748260498047,28.534774780273438,16.69144630432129,25.393733978271484,20.873441696166992,,13.345281600952148,14.007926940917969,13.820282936096191,10.759330749511719
2007-09-12,20.31306266784668,28.550579071044922,16.777992248535156,25.503637313842773,21.04871368408203,,13.246443748474121,13.965690612792969,13.880753517150879,10.813751220703125
2007-09-13,20.31306266784668,28.945680618286133,16.82745361328125,25.562240600585938,21.091203689575195,,13.261818885803223,14.126214027404785,13.921074867248535,10.838627815246582
2007-09-14,20.21148681640625,29.135339736938477,16.926362991333008,25.488981246948242,21.08588981628418,,13.21349811553955,14.149445533752441,13.968111038208008,10.829297065734863
2007-09-17,20.203676223754883,28.779733657836914,16.82745361328125,25.408388137817383,21.10182762145996,,13.169572830200195,14.052287101745605,13.927799224853516,10.74533748626709
2007-09-18,20.602128982543945,29.901836395263672,17.155099868774414,25.862634658813477,21.59047508239746,,13.413370132446289,14.47894287109375,14.171942710876465,10.930363655090332
2007-09-19,20.680248260498047,29.957157135009766,17.167465209960938,25.965190887451172,21.829477310180664,,13.474870681762695,14.512739181518555,14.263775825500488,11.015875816345215
2007-09-20,20.75838279724121,29.364498138427734,17.18600082397461,25.935895919799805,21.532041549682617,,13.477063179016113,14.345879554748535,14.183145523071289,10.963010787963867
2007-09-21,20.917285919189453,29.374794006347656,17.19471549987793,26.063085556030273,21.566280364990234,,13.58469009399414,14.347990989685059,14.212264060974121,10.997218132019043
2007-09-24,20.862499237060547,29.129352569580078,17.182283401489258,26.01162338256836,21.646503448486328,,13.617633819580078,14.265618324279785,14.176424026489258,11.009657859802246
2007-09-25,21.073863983154297,28.749298095703125,17.157413482666016,25.92340087890625,21.673254013061523,,13.762004852294922,14.183858871459961,14.152355194091797,11.006848335266113
2007-09-26,21.20693588256836,29.1610107421875,17.275527954101562,26.070436477661133,21.780227661132812,,13.777379035949707,14.279172897338867,14.289581298828125,11.062972068786621
2007-09-27,21.191282272338867,29.018497467041016,17.337692260742188,26.173368453979492,21.62510871887207,,13.819131851196289,14.323640823364258,14.341325759887695,11.08011531829834
2007-09-28,21.112995147705078,29.1610107421875,17.393640518188477,25.98956871032715,21.28813934326172,,13.799355506896973,14.33635425567627,14.386311531066895,11.03490924835205
2007-10-01,21.34001922607422,29.541061401367188,17.343908309936523,26.38658332824707,21.576980590820312,,13.981735229492188,14.402009963989258,14.503292083740234,11.139348030090332
2007-10-02,21.418304443359375,29.53315544128418,17.350122451782227,26.239534378051758,21.657201766967773,,14.00590705871582,14.450719833374023,14.496543884277344,11.112850189208984
2007-10-03,21.167800903320312,29.69940948486328,17.306608200073242,26.342464447021484,21.587671279907227,,13.867474555969238,14.484603881835938,14.429052352905273,11.148703575134277
2007-10-04,21.222597122192383,29.548978805541992,17.343908309936523,26.313060760498047,21.70534896850586,,13.838906288146973,14.454962730407715,14.424559593200684,11.186119079589844
2007-10-05,21.449617385864258,30.206148147583008,17.406070709228516,26.651256561279297,21.87649917602539,,14.027878761291504,14.704873085021973,14.514540672302246,11.282767295837402
2007-10-08,21.48876190185547,30.008211135864258,17.29416847229004,26.467451095581055,21.84440803527832,,14.120170593261719,14.660401344299316,14.474044799804688,11.23132610321045
2007-10-09,21.645320892333984,30.05571937561035,17.393640518188477,26.68801498413086,22.08510971069336,,14.203667640686035,14.700639724731445,14.530294418334961,11.279644966125488
2007-10-10,21.715782165527344,29.929033279418945,17.46824073791504,26.732128143310547,21.919282913208008,,14.249818801879883,14.709111213684082,14.550542831420898,11.27652645111084
2007-10-11,21.480932235717773,29.794443130493164,17.51175308227539,26.504213333129883,22.143951416015625,,14.091602325439453,14.649805068969727,14.492050170898438,11.23132610321045
2007-10-12,21.692296981811523,29.944869995117188,17.549053192138672,26.651256561279297,22.08510971069336,,14.2476167678833,14.694290161132812,14.575287818908691,11.271851539611816
2007-10-15,21.53573226928711,29.469804763793945,17.493104934692383,26.364521026611328,21.924644470214844,,14.135552406311035,14.505785942077637,14.471803665161133,11.192352294921875
2007-10-16,21.53573226928711,29.374794006347656,17.418500900268555,26.1660213470459,21.871150970458984,,14.091602325439453,14.427425384521484,14.453797340393066,11.094145774841309
2007-10-17,21.715782165527344,29.406461715698242,17.480669021606445,26.188079833984375,21.92999267578125,,14.291561126708984,14.459196090698242,14.467301368713379,11.109737396240234
2007-10-18,21.770584106445312,29.13726234436035,17.418500900268555,26.19542694091797,21.737436294555664,,14.300348281860352,14.359650611877441,14.487546920776367,11.103496551513672
2007-10-19,21.253910064697266,28.488014221191406,17.23822784423828,25.879283905029297,21.256044387817383,,13.950971603393555,14.020781517028809,14.255833625793457,10.972557067871094
2007-10-22,21.38700294494629,28.74136734008789,17.350122451782227,25.879283905029297,21.405813217163086,,14.124564170837402,14.162678718566895,14.377310752868652,10.95385456085205
2007-10-23,21.621841430664062,28.8759708404541,17.406070709228516,26.18071937561035,21.416507720947266,,14.273978233337402,14.194451332092285,14.420063018798828,11.09570598602295
2007-10-24,21.40265464782715,28.780960083007812,17.35634422302246,25.98956871032715,21.395118713378906,,14.142139434814453,14.179621696472168,14.456055641174316,11.050501823425293
2007-10-25,21.58269691467285,28.606779098510742,17.499319076538086,26.143957138061523,21.919282913208008,,14.166308403015137,14.120320320129395,14.51004409790039,11.112850189208984
2007-10-26,21.87234878540039,28.93931770324707,17.617431640625,26.232187271118164,22.218830108642578,,14.39263916015625,14.224102973937988,14.602272987365723,11.114409446716309
2007-10-29,21.93497085571289,29.018497467041016,17.6236515045166,26.342464447021484,22.416736602783203,,14.462955474853516,14.277053833007812,14.692262649536133,11.142468452453613
2007-10-30,21.974117279052734,28.9314022064209,17.549053192138672,26.313060760498047,22.4434757232666,,14.49151611328125,14.251632690429688,14.579776763916016,11.131555557250977
2007-10-31,22.232446670532227,29.018497467041016,17.66094398498535,26.474807739257812,22.705570220947266,,14.742018699645996,14.334238052368164,14.741751670837402,11.22508716583252
2007-11-01,21.989770889282227,28.28214454650879,17.312820434570312,26.10720443725586,22.240222930908203,,14.553049087524414,13.97418212890625,14.321075439453125,11.04426097869873
2007-11-02,22.036745071411133,28.266307830810547,17.424724578857422,26.033674240112305,22.42207908630371,,14.63874340057373,13.931825637817383,14.352575302124023,11.020879745483398
2007-11-05,22.00543785095215,27.886262893676758,17.449586868286133,26.01896858215332,22.668121337890625,,14.581616401672363,13.796282768249512,14.345823287963867,11.000619888305664
2007-11-06,22.122848510742188,28.1317081451416,17.567703247070312,26.15866470336914,22.68952178955078,,14.739823341369629,13.897939682006836,14.408809661865234,11.058294296264648
2007-11-07,21.527902603149414,27.553712844848633,17.3749942779541,25.563148498535156,22.17068099975586,,14.353087425231934,13.616253852844238,14.18384838104248,10.860320091247559
2007-11-08,20.76072120666504,27.474533081054688,17.499319076538086,25.73225212097168,22.60393714904785,,13.812539100646973,13.609895706176758,14.280583381652832,10.903970718383789
2007-11-09,20.330167770385742,26.84903335571289,17.33147430419922,25.66607093811035,22.427425384521484,,13.364283561706543,13.35151481628418,14.204095840454102,10.869680404663086
2007-11-12,20.001373291015625,26.888628005981445,17.343908309936523,25.73225212097168,22.036968231201172,,13.135753631591797,13.32397747039795,14.114102363586426,10.907090187072754
2007-11-13,20.68244171142578,27.632892608642578,17.604999542236328,26.070436477661133,22.224172592163086,,13.660922050476074,13.715797424316406,14.368313789367676,11.038031578063965
2007-11-14,20.565017700195312,27.197412490844727,17.69202423095703,26.173368453979492,22.090450286865234,,13.533478736877441,13.535774230957031,14.316573143005371,11.041145324707031
2007-11-15,20.31451416015625,26.936124801635742,17.679601669311523,26.01162338256836,22.288362503051758,,13.41482162475586,13.491291046142578,14.269331932067871,10.995938301086426
2007-11-16,20.604158401489258,26.92820930480957,17.76041030883789,26.12925910949707,22.29370880126953,,13.52688217163086,13.514594078063965,14.384069442749023,11.070765495300293
2007-11-19,20.197092056274414,26.334383010864258,17.636083602905273,25.982221603393555,22.3579044342041,,13.346698760986328,13.218077659606934,14.179351806640625,10.955409049987793
2007-11-20,20.36931037902832,26.358137130737305,17.779054641723633,26.033674240112305,22.630685806274414,,13.41482162475586,13.235023498535156,14.269331932067871,10.99905776977539
2007-11-21,19.9857234954834,26.104774475097656,17.56148338317871,25.45285987854004,22.4434757232666,,13.214862823486328,13.095234870910645,14.147852897644043,10.807317733764648
2007-11-23,20.18143081665039,26.564006805419922,17.74176025390625,25.864578247070312,22.42207908630371,,13.335716247558594,13.268909454345703,14.235594749450684,10.93514633178711
2007-11-26,19.758705139160156,25.875152587890625,17.56148338317871,25.66607093811035,22.38463020324707,,13.072033882141113,13.046524047851562,14.096116065979004,10.85720157623291
2007-11-27,19.977893829345703,26.286865234375,17.747970581054688,25.99692726135254,22.470224380493164,,13.228042602539062,13.199016571044922,14.318822860717773,11.04426097869873
2007-11-28,20.565017700195312,27.308259963989258,18.02772331237793,26.614492416381836,22.86069107055664,,13.656532287597656,13.58448600769043,14.579776763916016,11.226646423339844
2007-11-29,20.66678810119629,27.039066314697266,18.120962142944336,26.7762393951416,22.705570220947266,,13.76859188079834,13.463761329650879,14.58202838897705,11.317054748535156
2007-11-30,20.55718231201172,27.434947967529297,18.145828247070312,26.813007354736328,22.855331420898438,,13.568635940551758,13.700968742370605,14.685511589050293,11.337322235107422
2007-12-03,20.43194007873535,27.292442321777344,18.07744598388672,26.643905639648438,23.079978942871094,,13.443387985229492,13.648025512695312,14.62927532196045,11.264058113098145
2007-12-04,20.353660583496094,27.205333709716797,18.052579879760742,26.636552810668945,23.245803833007812,,13.38186264038086,13.618371963500977,14.58202838897705,11.214176177978516
2007-12-05,20.82335662841797,27.165752410888672,18.1271915435791,26.849760055541992,23.646949768066406,,13.722450256347656,13.601425170898438,14.68101692199707,11.345115661621094
