,supply,demand,risk
2007-07-31,0.0208811056785101,0.0075925439866116,0.1194742764338657
2007-08-01,-0.0206516178332859,-0.0005859181034809,0.0140427449451687
2007-08-02,0.0139551591666062,-0.0217490473456068,-0.1020229455277029
2007-08-03,0.0063304911182229,-0.008561209323395,0.1689271195305909
2007-08-06,-0.0506854014088518,-0.0061061624816022,-0.0810373015867178
2007-08-07,-0.0066353537247882,0.0145767419367826,-0.0589150591539607
2007-08-08,-0.0251148054821517,0.0177173245313061,-0.0071179568965645
2007-08-09,0.0043981032987125,0.0012581188436406,0.2084558656153047
2007-08-10,-0.0038867433944368,0.0171489359290878,0.0812056405342351
2007-08-13,-0.0016160262647917,-0.0053312805217695,-0.0445210194371948
2007-08-14,0.0074655172883199,0.0009748765959096,0.0525054275055355
2007-08-15,0.0333156395772535,-0.0109155812726597,0.1163087910471807
2007-08-16,-0.0225231841311872,-0.0023644521657609,0.0259386455105787
2007-08-17,-0.017283936796317,0.034937120254104,-0.0085372046440306
2007-08-20,-0.0029467553573671,-0.0190497705962765,-0.1152489083036228
2007-08-21,-0.0046728877559128,-0.0199449003023651,-0.0392111777879143
2007-08-22,-0.0055881812181095,-0.0025074146433018,-0.0991958157748475
2007-08-23,0.0108558097856135,0.0058097927577784,-0.0209752361591165
2007-08-24,-0.0018970366262804,0.0070043386356535,-0.0969432010276107
2007-08-27,0.0116700263852011,-0.0012110283535449,0.0765421698308201
2007-08-28,0.0084298645328806,-0.0040398751559849,0.1399084897261448
2007-08-29,0.0007193211016541,0.0189793794538948,-0.0930778700773698
2007-08-30,-0.0041600119197943,0.0064887283548268,0.0486282045208704
2007-08-31,0.0033285265945317,0.0032652231377444,-0.0674289422348437
2007-09-03,0.0002654328096911,-0.0006082561477976,-0.0040269152105846
2007-09-04,0.0042905210957624,0.0136806775356785,-0.0296410372152807
2007-09-05,0.0076004118782579,0.0049114794426214,0.0705841805330885
2007-09-06,-0.0047771259749874,0.011797484628409,-0.0228912301710576
2007-09-07,0.017657386341959,-0.008799873571396,0.0884943034361735
2007-09-10,0.0051907591944154,0.0056512102248594,0.0496518410377941
2007-09-11,0.0014595250373785,0.0066549660220886,-0.0705432687196255
2007-09-12,0.0120863969922277,0.0054537414405472,-0.0103457548469474
2007-09-13,-0.0115659282626179,0.0051602148026951,-0.0072856107565048
2007-09-14,-0.0138841733910809,0.0036804588610284,0.0064427750101226
2007-09-17,0.0065628310871212,0.010976132633084,0.0612466278391943
2007-09-18,-0.006255085819131,-0.0077737190138838,-0.2577740869337155
2007-09-19,0.005948486384737,0.0038349365401119,-0.0328585807735127
2007-09-20,0.0083776539316938,-8.976033525235651e-05,0.0040760310784682
2007-09-21,0.0010739165978673,-0.0067497083632972,-0.0868625034700607
2007-09-24,-0.0034341191214674,-0.0017093835438974,0.0011206384395363
2007-09-25,-0.0021363307750268,-0.0246382968087603,-0.055348869357308
2007-09-26,-0.0022091616774178,-0.0074488721805814,-0.0702938751644449
2007-09-27,0.0252050609383706,0.0047503958702336,-0.0559663427720332
2007-09-28,-0.0048101624521041,-0.004021398328565,0.0364501386580982
2007-10-01,-0.031621912187639,0.0138783898074065,-0.0228435064177535
2007-10-02,0.0079338635796337,-0.0125041160990021,0.0224794655960748
2007-10-03,0.0043311663971665,-0.0048039211695085,0.0076019158884954
2007-10-04,0.01848005213952,-7.366715601379902e-05,-0.0260972265958263
2007-10-05,-0.0013756790647321,-0.0089722425121375,-0.094342937562442
2007-10-08,-0.0226164618872861,-0.0075967792040766,0.0177932113767901
2007-10-09,-0.0002311190701432,0.0068289426090383,-0.0900100147193391
2007-10-10,0.0041366305524125,0.0153985043916886,0.0177069305546826
2007-10-11,0.0198177082278651,0.0114953168913887,0.1129938635464608
2007-10-12,5.139375604999371e-05,0.0001920043033762,-0.062829526564258
2007-10-15,0.0185233425671888,0.0193378068408941,0.0770063368572583
2007-10-16,0.0065166323235388,0.0085746012444218,0.0413470282428845
