,XLK,XLY,XLP,XLV,XLU,IYW,IYC,IYK,IYH,supply,demand,risk
2007-07-31,-0.00702021401820387,-0.015287945865108581,-0.00833636482382645,-0.010941710392524912,-0.0018406381252183263,-0.01933987292756859,-0.01164216844467594,-0.010043856729170426,-0.012045665743169726,0.0208811056785101,0.0075925439866116,0.1194742764338657
2007-08-01,0.009737573779210624,0.0013501075519784423,0.01473065833108537,0.006815710373095943,0.022379526778582855,0.01114495564642165,0.0031475013954001476,0.009879996879967037,0.008639921281090994,-0.0206516178332859,-0.0005859181034809,0.0140427449451687
2007-08-02,0.0019356778125385345,0.012606237263482856,0.001124057064406373,0.00852828002855726,0.01074989687331018,0.0076949992823138885,0.00908791048827519,0.006695710025304348,0.00871292906161876,0.0139551591666062,-0.0217490473456068,-0.1020229455277029
2007-08-03,-0.019531719660160173,-0.031130255706382403,-0.0018742081829284916,-0.013858794397255778,-0.034446242519836176,-0.02497173065653054,-0.02234462898404089,-0.012941381455430195,-0.012725508093856416,0.0063304911182229,-0.008561209323395,0.1689271195305909
2007-08-06,0.01565537739777353,0.015821455496842326,0.025561582019642846,0.019406837660203277,0.030875003629483498,0.01087481459350267,0.01355615106922686,0.022659266476033627,0.018150986333547593,-0.0506854014088518,-0.0061061624816022,-0.0810373015867178
2007-08-07,0.001940664449848025,0.0056674381572014276,-0.0025632835979188867,0.004648367398849605,0.017977675740987697,-0.0005068300874601961,0.008343427605230855,0.0077073301853174256,0.00437825085332744,-0.0066353537247882,0.0145767419367826,-0.0589150591539607
2007-08-08,0.015384869720880207,0.011239481725741355,0.017448465002472678,0.011527629278980434,0.014449682116480839,0.01942474578999808,0.012093061244579999,0.007806914947613324,0.007976265459059616,-0.0251148054821517,0.0177173245313061,-0.0071179568965645
2007-08-09,-0.02316688966323809,-0.02861219872428781,-0.018182444546133998,-0.023776117441420358,-0.018220825773785206,-0.026041010826779707,-0.02523541968192954,-0.022793549121423153,-0.02220038813260921,0.0043981032987125,0.0012581188436406,0.2084558656153047
2007-08-10,-0.014162885245714239,-0.004390966081576952,-0.005519865920070784,-0.005295629167324188,-0.017532964271354392,0.002380056258534228,-0.007393544892216468,0.0032419198819130628,-0.004292535481087845,-0.0038867433944368,0.0171489359290878,0.0812056405342351
2007-08-13,0.013771526961848546,0.0054853880149916415,-0.0029562517567816465,0.002945426658838799,0.005113691643685281,0.0038979099934586306,0.006340432148200829,-0.005355133062222589,0.0038489210747559796,-0.0016160262647917,-0.0053312805217695,-0.0445210194371948
2007-08-14,-0.020529760301311973,-0.025766455174115327,-0.016042036838383286,-0.008269403290305474,-0.016976067887590388,-0.016543158461659064,-0.0251441431084947,-0.010303436083955205,-0.007564040543706414,0.0074655172883199,0.0009748765959096,0.0525054275055355
2007-08-15,-0.01284636905498195,-0.01072274452943096,-0.005279022296352715,-0.002375400938097512,-0.013580683101925348,-0.018046961581727056,-0.013047507535016063,-0.01557355355607279,-0.00417727566998885,0.0333156395772535,-0.0109155812726597,0.1163087910471807
2007-08-16,-0.006485555567405537,0.0014177706484524405,0.0026432273321651536,0.00029759169154198957,0.007074793280731406,-0.008969993980212145,0.0028103115821809035,0.0011681232944013157,-0.002844570188024045,-0.0225231841311872,-0.0023644521657609,0.0259386455105787
2007-08-17,0.009712676997469444,0.0070564137188375885,0.0048896306013607805,0.0023743090725531052,0.008579409764129464,0.02011460682094587,0.011008860826143099,0.017687788468520985,0.008955229892667723,-0.017283936796317,0.034937120254104,-0.0085372046440306
2007-08-20,0.0036184862280236128,0.005331008979745579,0.007476652880240569,0.004732233651310538,0.005421673946015128,-0.0012130371822597784,0.0009247395114432072,0.0004911503758159036,0.0007431474781800413,-0.0029467553573671,-0.0190497705962765,-0.1152489083036228
2007-08-21,0.0032048475498079633,0.0066930249320001365,0.0,0.002652370052370607,-0.0010308944522855333,0.006394203976092574,0.00950649731690657,-0.001474803891122881,0.0010385879561153233,-0.0046728877559128,-0.0199449003023651,-0.0392111777879143
2007-08-22,0.013113573336191559,0.013252280302063406,0.0026036720404515033,0.004990579769755036,0.011531431166329301,0.010794144406470441,0.01544542643915228,0.007190905187430413,0.008125001885764229,-0.0055881812181095,-0.0025074146433018,-0.0991958157748475
2007-08-23,0.002760019569579262,-0.0038471319638129125,0.0003713840020872583,0.006421534189096825,0.0030528558910668507,0.0017028666318796174,-0.004216601741815247,-0.00081462783315203,0.00235134814599042,0.0108558097856135,0.0058097927577784,-0.0209752361591165
2007-08-24,0.014073248274704823,0.01989925294024787,0.00703032968949933,0.006091208311340357,0.006077802796575242,0.013518008003514654,0.012745178374117292,0.007792134925023688,0.008913448542697773,-0.0018970366262804,0.0070043386356535,-0.0969432010276107
2007-08-27,-0.005449076009504803,-0.01386015081902032,-0.004434382177645864,-0.006964699237489632,-0.025830051859955724,-0.004878743745543316,-0.005827692950514898,-0.005513608753221851,-0.004812227370647507,0.0116700263852011,-0.0012110283535449,0.0765421698308201
2007-08-28,-0.018117943338007706,-0.024378636645056982,-0.011547800904245467,-0.010244085228369861,-0.015665713760645354,-0.022170438196129946,-0.02013244548856073,-0.01788185002265448,-0.011911768269497584,0.0084298645328806,-0.0040398751559849,0.1399084897261448
2007-08-29,0.023567019347512687,0.030924880946898638,0.008580469390304673,0.0073277877191761905,0.019544488156802094,0.027216711793111793,0.02222806356024334,0.013482250046643404,0.008543654345726239,0.0007193211016541,0.0189793794538948,-0.0930778700773698
2007-08-30,0.004261263222388622,-0.004086625186347749,-0.00334833234459286,0.0,-0.0018084021212522504,0.0033511798543612893,-0.004946927051258014,-0.004419181710892387,0.00044000217652917435,-0.0041600119197943,0.0064887283548268,0.0486282045208704
2007-08-31,0.006550112477526667,0.016247502457477605,0.0026046915225318387,0.004662138647565463,-0.002070372274904492,0.012961108832553562,0.012544834153569532,0.012066406805524834,0.005555028560244654,0.0033285265945317,0.0032652231377444,-0.0674289422348437
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002654328096911,-0.0006082561477976,-0.0040269152105846
2007-09-04,0.01524396673450352,0.0013417722941561747,0.010723366026723443,0.008682951587595458,0.019243782324128034,0.014586656413575625,0.003555788931003707,0.004689016966040994,0.009288435596889468,0.0042905210957624,0.0136806775356785,-0.0296410372152807
2007-09-05,-0.010646290170555026,-0.015952554285375772,-0.009237324126436556,-0.002019218742432509,-0.0025443891518143213,-0.006693394865851465,-0.012200888525534857,-0.009563204881355267,-0.00477835219578306,0.0076004118782579,0.0049114794426214,0.0705841805330885
